,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Country_Region,Combined_Key,Last_Update
94,OHiggins,-34.5755,-71.0022,15386.0,383.0,14218.0,785.0,1682.3482458682092,2.489275965163136,Chile,"OHiggins, Chile",2020-09-20 04:22:56
95,Tarapaca,-19.9232,-69.5132,11401.0,218.0,10898.0,285.0,3449.016511474537,1.912112972546268,Chile,"Tarapaca, Chile",2020-09-20 04:22:56
96,Unknown,,,54.0,1.0,54.0,,,1.851851851851852,Chile,"Unknown, Chile",2020-09-20 04:22:56
97,Valparaiso,-33.0472,-71.6127,26095.0,823.0,24120.0,1152.0,1437.026888014882,3.1538608928913585,Chile,"Valparaiso, Chile",2020-09-20 04:22:56
98,Anhui,31.8257,117.2264,991.0,6.0,985.0,0.0,1.5670461733080334,0.6054490413723511,China,"Anhui, China",2020-09-20 04:22:56
99,Beijing,40.1824,116.4142,935.0,9.0,926.0,0.0,4.340761374187558,0.962566844919786,China,"Beijing, China",2020-09-20 04:22:56
100,Chongqing,30.0572,107.874,584.0,6.0,577.0,1.0,1.8826563507414569,1.0273972602739727,China,"Chongqing, China",2020-09-20 04:22:56
101,Fujian,26.0789,117.9874,395.0,1.0,380.0,14.0,1.002283684344075,0.2531645569620253,China,"Fujian, China",2020-09-20 04:22:56
102,Gansu,35.7518,104.2861,170.0,2.0,168.0,0.0,0.6446719757299962,1.1764705882352942,China,"Gansu, China",2020-09-20 04:22:56
103,Guangdong,23.3417,113.4244,1797.0,8.0,1767.0,22.0,1.5838180856689583,0.4451864218141346,China,"Guangdong, China",2020-09-20 04:22:56
104,Guangxi,23.8298,108.7881,258.0,2.0,253.0,3.0,0.5237515225334958,0.7751937984496124,China,"Guangxi, China",2020-09-20 04:22:56
105,Guizhou,26.8154,106.8748,147.0,2.0,145.0,0.0,0.4083333333333333,1.3605442176870748,China,"Guizhou, China",2020-09-20 04:22:56
106,Hainan,19.1959,109.7453,171.0,6.0,165.0,0.0,1.8308351177730195,3.5087719298245608,China,"Hainan, China",2020-09-20 04:22:56
107,Hebei,37.8957,114.9042,365.0,6.0,356.0,3.0,0.4830598200105876,1.643835616438356,China,"Hebei, China",2020-09-20 04:22:56
108,Heilongjiang,47.862,127.7615,948.0,13.0,935.0,0.0,2.5125894513649616,1.3713080168776368,China,"Heilongjiang, China",2020-09-20 04:22:56
109,Henan,33.882,113.614,1279.0,22.0,1254.0,3.0,1.331598125976054,1.7200938232994527,China,"Henan, China",2020-09-20 04:22:56
110,Hong Kong,22.3,114.2,5009.0,103.0,4708.0,198.0,66.81349896785214,2.056298662407666,China,"Hong Kong, China",2020-09-20 04:22:56
111,Hubei,30.9756,112.2707,68139.0,4512.0,63627.0,0.0,115.1580192665202,6.621758464315589,China,"Hubei, China",2020-09-20 04:22:56
112,Hunan,27.6104,111.7088,1019.0,4.0,1015.0,0.0,1.4770256558921582,0.3925417075564279,China,"Hunan, China",2020-09-20 04:22:56
113,Inner Mongolia,44.0935,113.9448,261.0,1.0,259.0,1.0,1.0299921073401737,0.3831417624521073,China,"Inner Mongolia, China",2020-09-20 04:22:56
